Country,State,District,Year,District And Taluk Court Case Type,Date Of Extraction,Pending Cases For A Period Of 0 To 1 Years (UOM:Number),Pending Cases For A Period Of 1 To 3 Years (UOM:Number),Pending Cases For A Period Of 3 To 5 Years (UOM:Number),Pending Cases For A Period Of 5 To 10 Years (UOM:Number),Pending Cases For A Period Of 10 To 20 Years (UOM:Number),Pending Cases For A Period Of 20 To 30 Years (UOM:Number),Pending Cases Over 30 Years (UOM:Number),Pending Cases (UOM:Number),Original Pending Cases (UOM:Number),Pending Appeal Cases (UOM:Number),Pending Application Cases (UOM:Number),Pending Execution Cases (UOM:Number),Cases Pending At Appearance Or Service-Related Stage (UOM:Number),Cases Pending At Compliance Or Steps Or Stay Stage (UOM:Number),Cases Pending At Evidence Or Argument Or Judgement Stage (UOM:Number),Cases Pending At Pleadings Or Issues Or Charge Stage (UOM:Number),Cases Instituted In Last Month (UOM:Number),Cases Disposed In Last Month (UOM:Number),Cases Filed By Senior Citizens (UOM:Number),Cases Filed By Women (UOM:Number),Cases Delayed In Disposal (UOM:Number)
India,Chhattisgarh,Gaurella Pendra Marwahi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,3106.09284161144021022198,3034.24493940126060063365,1977.78926990981292838138,813.99043387045968189929,16.29009715982592580165,5.31571591531161789317,0.00000000000000000000,8953.72329786811096483112,8142.99088342961646809216,177.47632168862982320745,389.24758476636685862890,244.00850798349781490261,3054.65042952777939190098,187.42185469147091474951,3898.30598769981681236538,1766.01800683207589295993,717.45017386012287951688,337.63369797576050424683,389.07611005942132256783,873.83510659445176721272,2315.08001847168236050607
India,Kerala,Thiruvananthapuram,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,54304,101346,96745,88388,4448,44,5,345280,260266,619,9185,0,133928,33073,9578,4129,12367,4456,15559,7075,57
India,Himachal Pradesh,Kinnaur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,9644,6246,3170,1827,95,0,0,20982,18582,125,1739,536,13185,2436,3844,1482,1947,928,1065,1675,4650
India,Bihar,Purbi Champaran,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13562,33085,34417,49599,35066,8287,1444,175460,169100,2567,2682,1112,121300,4312,46872,2278,2112,1593,6641,12970,164310
India,Madhya Pradesh,Jhabua,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5167,5388,3137,941,10,1,0,14644,13075,202,718,649,0,461,7717,6458,1612,1178,571,895,5266
India,Jammu And Kashmir,Anantnag,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2998,2637,1487,1996,348,3,0,9469,6685,172,1903,275,2823,866,2562,1082,736,303,146,545,0
India,Delhi,North West,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,42365,24512,28383,19934,1966,29,0,117189,96267,523,18973,1426,58011,28686,22738,7043,2729,1928,1736,5467,55978
India,Chhattisgarh,Dhamtari,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2437,2810,1597,352,1,0,0,7197,6806,138,253,0,1383,186,4184,1410,424,325,114,387,2371
India,Chhattisgarh,Gariyaband,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5237.88545561783109769024,5124.79080770947124357896,4644.46353871936818502588,2399.46978081433981663300,124.57743783008987761300,8.01628730384926168988,2.16656413617547613240,17541.36987213112495836336,15832.38408151590938512624,224.23938809416177970340,606.85461454275086468524,878.54175721915557168820,6847.64260879620986406344,256.73785013679392168940,5623.96718468430094448392,4512.30312641266414094948,1031.28452881952663902240,643.25289203049886370956,551.17391624304112808256,1205.25962895441737245412,6129.42659765403952617284
India,Bihar,Saran,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4233,4899,5122,7463,4321,1123,339,27500,23463,1248,1415,1373,9329,2386,10326,1046,250,67,7262,4033,20105
India,Kerala,Alappuzha,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,12652,13214,8165,3168,483,47,8,37737,28518,1124,1185,6909,11269,12798,5501,4520,1619,1434,8240,9121,547
India,Madhya Pradesh,Narsinghpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5697,6007,3791,1873,65,8,0,17441,15464,307,1670,0,0,189,10554,6675,1404,1115,213,854,5098
India,Karnataka,Yadgir,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6110,5680,4064,1948,66,0,0,17868,14069,696,1714,1389,8125,865,6673,1810,791,590,1757,1868,16130
India,Karnataka,Hassan,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,25166,24280,18628,15525,1246,18,2,84865,68190,3860,5792,7023,34608,6288,34958,5419,3485,2470,13418,11836,37860
India,Himachal Pradesh,Sirmaur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,9029,4245,2591,1854,117,0,0,17836,15977,266,1514,81,10788,2160,3744,1130,1539,1268,366,603,3695
India,Himachal Pradesh,Kinnaur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1695,1397,1019,430,12,0,0,4553,3433,65,522,533,1520,1143,1335,528,266,185,790,749,1234
India,Jammu And Kashmir,Baramulla,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3131,3512,3034,3480,678,9,0,13844,8108,219,1152,8,2512,365,2364,195,604,361,165,169,23
India,Jharkhand,Hazaribagh,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7404,7818,5409,8967,2098,43,3,31742,30681,129,912,20,17833,413,12814,525,1383,1174,757,1286,14682
India,Chhattisgarh,Mungeli,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,2489,2802,2449,611,6,2,0,8359,7592,164,457,144,2789,333,3422,1770,575,415,273,646,2648
India,Jharkhand,Latehar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,410,326,428,334,40,0,0,1538,1302,123,85,28,815,116,365,242,50,27,662,52,605
India,Jammu And Kashmir,Udhampur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1246,1468,1016,694,79,0,0,4503,4142,94,138,129,1542,731,1597,234,98,126,930,476,30
India,Maharashtra,Kolhapur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,31028,36041,29309,29276,7263,955,338,134210,103706,6084,11083,13337,53052,25452,46799,8786,2510,1447,17109,11568,68554
India,Himachal Pradesh,Shimla,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5625,4527,3627,2683,359,10,0,16831,10747,309,4158,1615,4394,6453,4498,1383,901,852,3805,1638,7339
India,Himachal Pradesh,Hamirpur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,17661,8927,5503,4271,224,1,1,36588,27538,517,7470,1063,17065,9506,7299,2642,1731,2403,7145,3535,9870
India,Gujarat,Tapi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,3138,1723,826,741,132,16,2,6578,5849,207,433,89,2383,166,3778,229,425,439,420,585,2547
India,Kerala,Ernakulam,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,52116,62700,64071,63833,1520,11,0,244251,233820,861,1661,0,143393,15664,16193,3561,7564,5490,2214,3677,1144
India,Maharashtra,Amravati,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,37418,45828,27674,24722,2405,279,378,138704,112365,3935,13270,9135,80539,15958,34791,7396,3474,2161,9112,10633,31760
India,Madhya Pradesh,Dewas,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,9420,12423,9764,4116,35,0,0,35758,32717,395,2646,0,0,332,18272,17104,2651,2139,487,1779,16222
India,Chhattisgarh,Bemetara,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,558,303,208,93,14,3,0,1179,870,35,0,274,334,233,398,214,72,61,192,321,268
India,Chhattisgarh,Dantewada,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,684.74214917228533201020,451.00549623527559881820,154.58492273788598263380,21.24878663063724847200,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1311.58135477608416193420,1166.02716635621900990100,32.93561927748773513160,64.80879922344360783960,47.80976991893380906200,236.92397093160532046280,41.96635359550856573220,836.67097358134165858500,192.83273867303302988340,138.64833276490804627980,132.80491644148280295000,34.52927827478552876700,131.21125744418500931460,217.80006296403179683800
India,Gujarat,Banas Kantha,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13891,12217,7486,4591,1422,129,9,39745,32596,1263,2871,3016,18190,746,18196,2014,2504,3812,1839,2550,9297
India,Delhi,North East,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2780,2245,1433,684,36,0,0,7178,5104,139,344,1591,807,23,6104,244,335,410,589,1146,2424
India,Bihar,Munger,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6757,10039,10690,14742,11410,2493,602,56733,53798,567,1714,360,27648,6437,20991,1523,1399,1373,2485,6750,52361
India,Karnataka,Vijayapura,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,22075,19947,11923,7944,932,11,3,62835,47277,6140,777,8641,17930,6537,26024,3135,2820,2158,8724,6210,24228
India,Goa,North Goa,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,10896,9629,9320,7874,1640,443,195,39997,33006,1164,3370,2457,12513,10304,15443,1512,1555,1228,5502,4494,3734
India,Bihar,Saharsa,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5844,8198,10496,19719,12533,1673,183,58646,55642,611,2151,227,28292,8696,18656,2179,778,976,2751,4973,56480
India,Karnataka,Dharwad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,18872,13113,8412,5265,547,24,2,46235,38380,1038,3267,3550,15396,4600,16862,2862,3242,2688,5666,3332,19661
India,Karnataka,Bagalkote,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,17134,18011,10667,6697,650,12,0,53171,41446,1721,2922,7082,19209,4062,22854,2432,2436,1730,7493,3193,6246
India,Gujarat,Navsari,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,8712,5745,4377,2942,1002,111,10,22899,20115,636,1849,299,11617,350,9906,913,2468,2099,1735,1411,3817
India,Bihar,Madhepura,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5150,11239,12586,14344,6980,553,10,50862,48896,572,809,410,19831,3784,19934,7256,1105,698,4993,10245,35987
India,Maharashtra,Ahmednagar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,32135,40044,24490,19556,3930,462,187,120804,102485,2030,16289,0,65959,16908,27734,10201,3423,1749,4252,10084,58495
India,Madhya Pradesh,Guna,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8032,11882,6824,1696,15,1,0,28450,25740,771,1938,0,0,456,15218,12764,1823,1376,344,1467,11392
India,Chhattisgarh,Kabirdham,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,3603,3898,1487,274,6,4,0,9272,8425,161,514,172,2449,279,4481,1912,606,406,198,461,3293
India,Chhattisgarh,Dantewada,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,120.05564446310045386680,98.80685783246320539480,49.93464858199753390920,10.09317364955269302420,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,278.89032452711388619500,223.64347928745704016780,7.43707532072303696520,0.00000000000000000000,47.80976991893380906200,100.40051682976099903020,37.18537660361518482600,79.15173019912375055820,61.62148122884802056880,12.74927197838234908320,10.09317364955269302420,26.56098328829656059000,94.02588084056982448860,62.15270089461395178060
India,Gujarat,Navsari,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7696,4649,3563,1830,667,98,7,18510,16870,287,1353,0,10363,206,7341,547,2350,1919,431,816,3104
India,Karnataka,Uttara Kannada,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13616,10787,7238,4367,531,14,1,36554,25525,1828,1949,7252,12429,3994,13561,1727,1974,1916,4344,1577,15551
India,Karnataka,Davangere,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13291,12237,7733,5003,492,11,2,38769,29971,1941,2896,3961,11004,2587,17613,1949,2043,1920,6047,4224,18774
India,Gujarat,Devbhumi Dwarka,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3662,2177,1071,541,257,32,3,7743,6658,109,976,0,2998,143,3921,581,590,669,113,807,2353
India,Kerala,Kozhikode,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,22000,19674,9450,3371,92,16,0,54603,48791,622,583,0,34021,5462,7293,2528,2701,2164,1232,3386,1180
India,Gujarat,Panch Mahals,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8816,4969,3155,2005,1019,124,3,20091,16870,159,3062,0,10032,287,8494,731,1059,1089,306,2164,7296
India,Madhya Pradesh,Vidisha,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8224,9877,7036,4058,18,0,0,29213,26768,448,1997,0,0,286,16792,12135,2016,1195,308,1577,23917
India,Bihar,Purbi Champaran,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,9796,29076,29884,44031,32453,7495,1220,153955,151277,1340,1339,0,113333,3134,35052,1748,1675,1524,2589,8675,139027
India,Madhya Pradesh,Shahdol,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,7998.44244077641654109104,9436.31364975301540099748,7037.80493221770948311173,4579.70988752557601933556,226.63287451100252657033,37.02583161269398067634,1.00000000000000000000,29316.92961639641395178248,25373.85028635798819331276,664.98001833865652657271,2628.55294786562863286117,649.54636383414059903584,2.06652901551845410720,1147.23480153809809179155,9669.04705186743313530489,18429.92801076294950729308,2869.45473728606569082858,1750.11855928097517874802,1478.94163795968431884634,3347.50518460780767634119,11484.68272522579637684350
India,Karnataka,Belagavi,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,22435,17845,15258,11751,1978,96,13,69376,46085,4516,744,18031,16756,9238,31952,1315,2670,2231,14942,7038,41535
India,Goa,South Goa,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,4886,4751,3408,2442,539,132,62,16220,11693,589,2830,1110,3751,4694,6540,947,856,705,2788,3119,13115
India,Karnataka,Belagavi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,41324,38106,27814,20876,3306,108,13,131547,98738,5642,8962,18031,33046,13652,52059,5707,5257,4513,17437,9993,70492
India,Jharkhand,Sahebganj,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3027,1675,1783,1700,33,5,13,8236,7788,261,187,0,3529,872,3299,206,762,739,290,853,2638
India,Chhattisgarh,Durg,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3008,1867,1373,845,92,10,4,7199,5315,261,0,1623,2751,1036,2268,907,311,336,846,1945,1943
India,Chhattisgarh,Surguja,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3899,3526,2387,938,14,2,4,10770,10280,102,388,0,3177,608,5714,1269,785,411,155,551,2826
India,Madhya Pradesh,Ratlam,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3055,1943,1457,917,109,1,2,7484,5692,540,0,1252,0,1640,2006,3836,304,242,1800,1500,7887
India,Jammu And Kashmir,Pulwama,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2307,1856,1098,1172,147,2,0,6582,4194,89,1395,1,1609,473,2835,195,589,373,75,419,102
India,Bihar,Kishanganj,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,2790,4395,6031,8484,3359,197,19,25275,24871,90,203,111,11501,2619,9927,986,456,329,1295,4440,20132
India,Karnataka,Kalaburagi,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8012,7210,5717,3813,118,0,0,24870,20208,2382,2280,0,14541,273,7828,2146,1653,1217,549,1978,9971
India,Bihar,Sitamarhi,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2093,1746,1957,3813,5,0,0,9614,7471,315,385,620,1482,2428,1961,617,314,91,1516,1630,10040
India,Karnataka,Ballari,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,19334,16403,12966,9698,428,10,1,58840,46785,1512,5987,4555,28404,2170,22773,3068,3809,3351,7876,4398,24864
India,Jharkhand,Khunti,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,1499,1558,1102,556,43,2,2,4762,4354,79,304,25,1421,185,2513,144,369,273,394,460,1027
India,Himachal Pradesh,Una,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,11830,9101,6328,6157,914,13,0,34343,26065,517,6794,967,13374,7241,10496,3164,1504,3532,6221,3873,7688
India,Chhattisgarh,Rajnandgaon,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5708,7418,4217,1230,15,1,0,18589,17472,285,832,0,3884,571,9178,4937,1320,883,223,861,4814
India,Madhya Pradesh,Rewa,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5808,6384,5596,6419,1159,79,7,25452,20844,2094,0,2514,0,3876,3835,17738,559,460,7720,5123,13459
India,Karnataka,Uttara Kannada,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5160,4889,3536,2518,345,14,1,16463,8241,820,150,7252,4130,2749,6374,341,413,502,3772,1106,8181
India,Goa,North Goa,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4165,3406,3281,4060,1369,439,194,16914,12169,646,1642,2457,3633,6108,6296,699,528,422,4972,3533,2121
India,Madhya Pradesh,Ashoknagar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,951,776,459,192,23,0,0,2401,1782,214,0,405,0,225,624,1551,101,138,600,440,811
India,Himachal Pradesh,Sirmaur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,11793,6971,4774,3156,214,2,0,26910,21740,413,3830,929,12308,5870,6823,1817,1929,1639,2537,1590,8786
India,Bihar,Gopalganj,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7433,12928,15478,20975,13494,2454,392,73154,70573,1748,833,0,44551,5153,22243,1063,1803,1585,3332,7826,50561
India,Madhya Pradesh,Jabalpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,20322.16856406211370241770,31911.82124062584617552638,22055.54462509271141141276,23260.85259179901343281380,2505.09139284915411873698,89.50306683462638772780,0.99447852038473764142,100145.97595978384996627684,90275.77664496532887518334,647.40551677046420456442,9208.87109876267055954920,0.00000000000000000000,0.00000000000000000000,1289.83864093900472092174,43558.15919285150869419600,54997.64561283714578345026,6596.37602571196477553886,4780.45824748943384230594,1048.18036048551347405668,6305.98829775962138424422,54716.20819156826503092840
India,Madhya Pradesh,Burhanpur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,4915.33582133480886738734,4744.37209357083151842172,3173.81003284632862815740,792.68365100481510700708,58.07057840147867343830,2.87239377921145265564,0.04969331653736122722,13687.19426425401160829470,11438.58800814683133019094,382.80614779670594883808,1100.12890123732944045080,765.59942783814647815334,0.00000000000000000000,505.16139437962821253446,4542.42245794139461517296,8636.83801697648956348310,852.23809467748201694296,794.85893738006380900660,986.87979891924983224688,1287.99398405952366939840,4549.80420527189460932220
India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,36126,31358,31620,43213,14651,1592,268,158828,92202,8540,14510,43576,59864,30711,58893,9349,3418,1281,28242,20886,57109
India,Chhattisgarh,Korea,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,839,567,489,168,9,3,0,2075,1691,235,0,146,1211,77,615,165,67,81,371,523,567
India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,10640,9664,7273,6059,1910,156,37,35739,18661,1879,5315,9881,10590,9343,13063,1843,1837,1197,6963,7181,39612
India,Maharashtra,Latur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,11695,16502,11240,10338,1997,352,148,52272,45810,589,5823,50,31515,6366,12296,2043,826,535,2470,4024,24615
India,Maharashtra,Sangli,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,13290,18599,12349,9010,1120,267,95,54730,47815,1365,5509,41,23486,8440,17087,5716,1147,685,1908,2870,21679
India,Maharashtra,Solapur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,49045,55589,48894,45672,12084,1640,365,213289,165619,5038,22164,20469,119556,34869,48410,10449,5837,3236,18106,15563,71855
India,Kerala,Pathanamthitta,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,23919,37922,30126,30495,2273,38,4,124777,117981,874,2925,2916,53956,32796,4333,4177,3091,1911,7593,9976,1162
India,Delhi,East,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,23835,16772,14344,10794,1068,5,0,66818,40923,709,21252,3934,19974,9,36275,4282,2021,2292,2521,8565,35451
India,Madhya Pradesh,Hoshangabad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,9171,11162,7305,3181,148,1,0,30968,27024,979,2321,632,0,1118,13600,16218,2513,1494,1416,2721,10251
India,Madhya Pradesh,East Nimar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5773,7076,4160,872,25,0,0,17906,15510,385,2011,0,0,235,9716,7954,1466,922,290,1536,6935
India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,7610,7857,6744,8958,3054,277,119,34619,25726,2312,2833,3744,10750,8155,12071,3561,1007,519,7544,6451,17137
India,Madhya Pradesh,Singrauli,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6271,10099,7287,8417,248,2,0,32324,29179,352,2793,0,0,138,9783,22367,1970,1083,199,1399,13982
India,Telangana,Mancherial,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,3060,5709,3450,1903,30,0,0,14152,12807,242,372,712,5785,1416,5156,1624,0,0,799,1097,1961
India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13970,14911,14057,15781,4360,315,130,63524,46680,2511,8763,5502,25606,7020,26992,3045,1372,1074,1696,3560,34574
India,West Bengal,Murshidabad,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,9182,8692,7498,10532,4510,670,184,41268,37136,2556,392,1149,16985,7046,14352,2192,730,731,9329,7033,3377
India,Uttarakhand,Almora,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,1121,541,191,38,0,0,0,1891,1703,44,144,0,866,163,794,65,189,224,34,227,164
India,West Bengal,Kalimpong,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,96,78,38,47,14,0,0,273,229,15,7,22,55,53,133,31,16,23,70,91,5
India,Punjab,Sangrur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,6776.53048117745076180865,6178.44892696757853728201,4282.05667215855299367155,1054.04471930056689074992,62.91699518296923154055,1.48039988665809956566,1.48039988665809956566,18356.95859456043461418400,12827.66501789243273644390,1378.99249442201974541229,848.26913505509105112318,3300.55154730423298163897,6572.23529681863302174757,1947.46605089872997862573,6864.61427443360768596542,2966.72137286283152958264,607.70415347314987170343,573.65495608001358169325,3031.85896787578791047168,1867.52445701919260208009,6018.56573920850378419073
India,Punjab,Moga,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4574,3650,1664,261,26,0,0,10175,6992,788,653,1741,4526,682,3686,1255,435,462,1745,1339,3020
